Name,Genus,Parent Taxon,Family,Order,Class,Number of Occurrences,First Appearance (MYA),Last Appearance (MYA),Early Interval,Late Interval,Era
Massospondylus carinatus,Massospondylus,Massospondylidae,Massospondylidae,NO_ORDER_SPECIFIED,Saurischia,10,201.4,174.7,Hettangian,Toarcian,Jurassic
Massospondylus kaalae,Massospondylus,Massospondylidae,Massospondylidae,NO_ORDER_SPECIFIED,Saurischia,1,201.4,192.9,Hettangian,Sinemurian,Jurassic
Ngwevu intloko,Ngwevu,Massospondylidae,Massospondylidae,NO_ORDER_SPECIFIED,Saurischia,1,201.4,192.9,Hettangian,Sinemurian,Jurassic
Pradhania gracilis,Pradhania,Massospondylidae,Massospondylidae,NO_ORDER_SPECIFIED,Saurischia,1,201.4,192.9,Hettangian,Sinemurian,Jurassic
Sarahsaurus aurifontanalis,Sarahsaurus,Massospondylidae,Massospondylidae,NO_ORDER_SPECIFIED,Saurischia,2,199.5,184.2,Sinemurian,Pliensbachian,Jurassic
Anchisaurus polyzelus,Anchisaurus,Massopoda,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,201.4,192.9,Hettangian,Sinemurian,Jurassic
Musankwa sanyatiensis,Musankwa,Massopoda,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,237.0,208.5,Carnian,Norian,Triassic
Tuebingosaurus maierfritzorum,Tuebingosaurus,Massopoda,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,227.0,208.5,Norian,Norian,Triassic
Jaklapallisaurus asymmetrica,Jaklapallisaurus,Unaysauridae,Unaysauridae,NO_ORDER_SPECIFIED,Saurischia,2,227.0,201.4,Norian,Rhaetian,Triassic
Macrocollum itaquii,Macrocollum,Unaysauridae,Unaysauridae,NO_ORDER_SPECIFIED,Saurischia,2,227.0,208.5,Norian,Norian,Triassic
Agnosphitys cromhallensis,Agnosphitys,Guaibasauridae,Guaibasauridae,NO_ORDER_SPECIFIED,Saurischia,1,237.0,227.0,Carnian,Carnian,Triassic
Guaibasaurus candelariensis,Guaibasaurus,Guaibasauridae,Guaibasauridae,NO_ORDER_SPECIFIED,Saurischia,2,227.0,208.5,Norian,Norian,Triassic
Issi saaneq,Issi,Plateosauridae,Plateosauridae,NO_ORDER_SPECIFIED,Saurischia,1,227.0,208.5,Norian,Norian,Triassic
Plateosauravus cullingworthi,Plateosauravus,Plateosauridae,Plateosauridae,NO_ORDER_SPECIFIED,Saurischia,2,227.0,201.4,Norian,Rhaetian,Triassic
Plateosaurus elizae,Plateosaurus,Plateosauridae,Plateosauridae,NO_ORDER_SPECIFIED,Saurischia,1,208.5,201.4,Rhaetian,Rhaetian,Triassic
Plateosaurus engelhardti,Plateosaurus,Plateosauridae,Plateosauridae,NO_ORDER_SPECIFIED,Saurischia,4,227.0,208.5,Norian,Norian,Triassic
Plateosaurus erlenbergiensis,Plateosaurus,Plateosauridae,Plateosauridae,NO_ORDER_SPECIFIED,Saurischia,1,208.5,201.4,Rhaetian,Rhaetian,Triassic
Plateosaurus gracilis,Plateosaurus,Plateosauridae,Plateosauridae,NO_ORDER_SPECIFIED,Saurischia,4,227.0,208.5,Norian,Norian,Triassic
Plateosaurus longiceps,Plateosaurus,Plateosauridae,Plateosauridae,NO_ORDER_SPECIFIED,Saurischia,2,227.0,201.4,Norian,Rhaetian,Triassic
Plateosaurus trossingensis,Plateosaurus,Plateosauridae,Plateosauridae,NO_ORDER_SPECIFIED,Saurischia,4,227.0,208.5,Norian,Norian,Triassic
Ruehleia bedheimensis,Ruehleia,Plateosauridae,Plateosauridae,NO_ORDER_SPECIFIED,Saurischia,1,227.0,208.5,Norian,Norian,Triassic
Unaysaurus tolentinoi,Unaysaurus,Plateosauridae,Plateosauridae,NO_ORDER_SPECIFIED,Saurischia,1,227.0,208.5,Norian,Norian,Triassic
Xixiposaurus suni,Xixiposaurus,Plateosauridae,Plateosauridae,NO_ORDER_SPECIFIED,Saurischia,1,201.4,192.9,Hettangian,Sinemurian,Jurassic
Chromogisaurus novasi,Chromogisaurus,Saturnaliidae,Saturnaliidae,NO_ORDER_SPECIFIED,Saurischia,1,237.0,227.0,Carnian,Carnian,Triassic
Pampadromaeus barberenai,Pampadromaeus,Saturnaliidae,Saturnaliidae,NO_ORDER_SPECIFIED,Saurischia,2,237.0,208.5,Carnian,Norian,Triassic
Panphagia protos,Panphagia,Saturnaliidae,Saturnaliidae,NO_ORDER_SPECIFIED,Saurischia,1,237.0,227.0,Carnian,Carnian,Triassic
Saturnalia tupiniquim,Saturnalia,Saturnaliidae,Saturnaliidae,NO_ORDER_SPECIFIED,Saurischia,2,237.0,208.5,Carnian,Norian,Triassic
Arcusaurus pereirabdalorum,Arcusaurus,Sauropodomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,201.4,192.9,Hettangian,Sinemurian,Jurassic
Asylosaurus yalensis,Asylosaurus,Sauropodomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,208.5,201.4,Rhaetian,Rhaetian,Triassic
Buriolestes schultzi,Buriolestes,Sauropodomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,237.0,227.0,Carnian,Carnian,Triassic
Efraasia minor,Efraasia,Sauropodomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,3,227.0,208.5,Norian,Norian,Triassic
Eoraptor lunensis,Eoraptor,Sauropodomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,237.0,227.0,Carnian,Carnian,Triassic
Kholumolumo ellenbergerorum,Kholumolumo,Sauropodomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,227.0,208.5,Norian,Norian,Triassic
Mbiresaurus raathi,Mbiresaurus,Sauropodomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,4,237.0,227.0,Carnian,Carnian,Triassic
Nambalia roychowdhurii,Nambalia,Sauropodomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,227.0,208.5,Norian,Norian,Triassic
Pantydraco caducus,Pantydraco,Sauropodomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,237.0,227.0,Carnian,Carnian,Triassic
Qianlong shouhu,Qianlong,Sauropodomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,199.5,192.9,Sinemurian,Sinemurian,Jurassic
Thecodontosaurus antiquus,Thecodontosaurus,Sauropodomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,3,237.0,201.4,Carnian,Rhaetian,Triassic
Thecodontosaurus minimus,Thecodontosaurus,Sauropodomorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,201.4,192.9,Hettangian,Sinemurian,Jurassic
Abrosaurus dongpoensis,Abrosaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,170.9,154.8,Bajocian,Oxfordian,Jurassic
Analong chuanjieensis,Analong,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,170.9,168.2,Bajocian,Bajocian,Jurassic
Anhuilong diboensis,Anhuilong,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,174.7,161.5,Aalenian,Callovian,Jurassic
Bellusaurus sui,Bellusaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,161.5,154.8,Oxfordian,Oxfordian,Jurassic
Chuanjiesaurus anaensis,Chuanjiesaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,170.9,168.2,Bajocian,Bajocian,Jurassic
Daanosaurus zhangi,Daanosaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Eomamenchisaurus yuanmouensis,Eomamenchisaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,174.7,161.5,Aalenian,Callovian,Jurassic
Huangshanlong anhuiensis,Huangshanlong,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,174.7,161.5,Aalenian,Callovian,Jurassic
Hudiesaurus sinojapanorum,Hudiesaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,152.2,145.0,Kimmeridgian,Tithonian,Jurassic
Jingia dongxingensis,Jingia,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,154.8,149.2,Kimmeridgian,Kimmeridgian,Jurassic
Klamelisaurus gobiensis,Klamelisaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,165.3,161.5,Callovian,Callovian,Jurassic
Mamenchisaurus anyuensis,Mamenchisaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,2,161.5,113.0,Oxfordian,Aptian,
Mamenchisaurus constructus,Mamenchisaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,3,161.5,145.0,Oxfordian,Tithonian,Jurassic
Mamenchisaurus hochuanensis,Mamenchisaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,5,168.2,145.0,Bathonian,Tithonian,Jurassic
Mamenchisaurus jingyanensis,Mamenchisaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,168.2,161.5,Bathonian,Callovian,Jurassic
Mamenchisaurus sinocanadorum,Mamenchisaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,161.5,154.8,Oxfordian,Oxfordian,Jurassic
Mamenchisaurus youngi,Mamenchisaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,168.2,161.5,Bathonian,Callovian,Jurassic
Omeisaurus changshouensis,Omeisaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,168.2,161.5,Bathonian,Callovian,Jurassic
Omeisaurus fuxiensis,Omeisaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,168.2,161.5,Bathonian,Callovian,Jurassic
Omeisaurus jiaoi,Omeisaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,170.9,154.8,Bajocian,Oxfordian,Jurassic
Omeisaurus junghsiensis,Omeisaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,5,170.9,145.0,Bajocian,Tithonian,Jurassic
Omeisaurus luoquanensis,Omeisaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,161.5,154.8,Oxfordian,Oxfordian,Jurassic
Omeisaurus maoianus,Omeisaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Omeisaurus puxiani,Omeisaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,168.2,161.5,Bathonian,Callovian,Jurassic
Omeisaurus tianfuensis,Omeisaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,170.9,154.8,Bajocian,Oxfordian,Jurassic
Qijianglong guokr,Qijianglong,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,161.5,145.0,Oxfordian,Tithonian,Jurassic
Rhomaleopakhus turpanensis,Rhomaleopakhus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,152.2,145.0,Kimmeridgian,Tithonian,Jurassic
Tonganosaurus hei,Tonganosaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,201.4,174.7,Hettangian,Toarcian,Jurassic
Wamweracaudia keranjei,Wamweracaudia,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,2,149.2,145.0,Tithonian,Tithonian,Jurassic
Xinjiangtitan shanshanesis,Xinjiangtitan,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,168.2,145.0,Bathonian,Tithonian,Jurassic
Yuanmousaurus jiangyiensis,Yuanmousaurus,Mamenchisauridae,Mamenchisauridae,NO_ORDER_SPECIFIED,Saurischia,1,174.7,161.5,Aalenian,Callovian,Jurassic
Amargasaurus cazaui,Amargasaurus,Dicraeosauridae,Dicraeosauridae,NO_ORDER_SPECIFIED,Saurischia,2,125.77,121.4,Barremian,Barremian,Cretaceous
Amargatitanis macni,Amargatitanis,Dicraeosauridae,Dicraeosauridae,NO_ORDER_SPECIFIED,Saurischia,1,125.77,121.4,Barremian,Barremian,Cretaceous
Bajadasaurus pronuspinax,Bajadasaurus,Dicraeosauridae,Dicraeosauridae,NO_ORDER_SPECIFIED,Saurischia,1,140.6,132.6,Berriasian,Valanginian,Cretaceous
Brachytrachelopan mesai,Brachytrachelopan,Dicraeosauridae,Dicraeosauridae,NO_ORDER_SPECIFIED,Saurischia,1,154.8,146.3,Kimmeridgian,Tithonian,Jurassic
Dicraeosaurus hansemanni,Dicraeosaurus,Dicraeosauridae,Dicraeosauridae,NO_ORDER_SPECIFIED,Saurischia,5,161.5,145.0,Oxfordian,Tithonian,Jurassic
Dicraeosaurus sattleri,Dicraeosaurus,Dicraeosauridae,Dicraeosauridae,NO_ORDER_SPECIFIED,Saurischia,12,152.2,145.0,Kimmeridgian,Tithonian,Jurassic
Dyslocosaurus polyonychius,Dyslocosaurus,Dicraeosauridae,Dicraeosauridae,NO_ORDER_SPECIFIED,Saurischia,1,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Kaatedocus siberi,Kaatedocus,Dicraeosauridae,Dicraeosauridae,NO_ORDER_SPECIFIED,Saurischia,1,154.8,149.2,Kimmeridgian,Kimmeridgian,Jurassic
Lingwulong shenqi,Lingwulong,Dicraeosauridae,Dicraeosauridae,NO_ORDER_SPECIFIED,Saurischia,1,174.7,161.5,Aalenian,Callovian,Jurassic
Pilmatueia faundezi,Pilmatueia,Dicraeosauridae,Dicraeosauridae,NO_ORDER_SPECIFIED,Saurischia,1,139.8,132.6,Valanginian,Valanginian,Cretaceous
Smitanosaurus agilis,Smitanosaurus,Dicraeosauridae,Dicraeosauridae,NO_ORDER_SPECIFIED,Saurischia,1,152.2,146.3,Kimmeridgian,Tithonian,Jurassic
Suuwassea emilieae,Suuwassea,Dicraeosauridae,Dicraeosauridae,NO_ORDER_SPECIFIED,Saurischia,1,152.2,149.2,Kimmeridgian,Kimmeridgian,Jurassic
Tharosaurus indicus,Tharosaurus,Dicraeosauridae,Dicraeosauridae,NO_ORDER_SPECIFIED,Saurischia,1,168.2,165.3,Bathonian,Bathonian,Jurassic
Barosaurus lentus,Barosaurus,Diplodocinae,Diplodocidae,NO_ORDER_SPECIFIED,Saurischia,3,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Dinheirosaurus lourinhanensis,Dinheirosaurus,Diplodocinae,Diplodocidae,NO_ORDER_SPECIFIED,Saurischia,1,152.2,149.2,Kimmeridgian,Kimmeridgian,Jurassic
Diplodocus carnegii,Diplodocus,Diplodocinae,Diplodocidae,NO_ORDER_SPECIFIED,Saurischia,4,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Diplodocus hallorum,Diplodocus,Diplodocinae,Diplodocidae,NO_ORDER_SPECIFIED,Saurischia,3,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Diplodocus longus,Diplodocus,Diplodocinae,Diplodocidae,NO_ORDER_SPECIFIED,Saurischia,5,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Galeamopus hayi,Galeamopus,Diplodocinae,Diplodocidae,NO_ORDER_SPECIFIED,Saurischia,2,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Galeamopus pabsti,Galeamopus,Diplodocinae,Diplodocidae,NO_ORDER_SPECIFIED,Saurischia,3,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Leinkupal laticauda,Leinkupal,Diplodocinae,Diplodocidae,NO_ORDER_SPECIFIED,Saurischia,1,140.6,132.6,Berriasian,Valanginian,Cretaceous
Supersaurus vivianae,Supersaurus,Diplodocinae,Diplodocidae,NO_ORDER_SPECIFIED,Saurischia,2,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Tornieria africana,Tornieria,Diplodocinae,Diplodocidae,NO_ORDER_SPECIFIED,Saurischia,6,152.2,145.0,Kimmeridgian,Tithonian,Jurassic
Apatosaurus ajax,Apatosaurus,Apatosaurinae,Diplodocidae,NO_ORDER_SPECIFIED,Saurischia,3,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Apatosaurus louisae,Apatosaurus,Apatosaurinae,Diplodocidae,NO_ORDER_SPECIFIED,Saurischia,3,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Brontosaurus excelsus,Brontosaurus,Apatosaurinae,Diplodocidae,NO_ORDER_SPECIFIED,Saurischia,12,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Brontosaurus parvus,Brontosaurus,Apatosaurinae,Diplodocidae,NO_ORDER_SPECIFIED,Saurischia,4,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Brontosaurus yahnahpin,Brontosaurus,Apatosaurinae,Diplodocidae,NO_ORDER_SPECIFIED,Saurischia,3,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Demandasaurus darwini,Demandasaurus,Nigersaurinae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,2,125.77,119.5,Barremian,Aptian,Cretaceous
Nigersaurus taqueti,Nigersaurus,Nigersaurinae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,3,121.4,100.5,Aptian,Albian,Cretaceous
Tataouinea hannibalis,Tataouinea,Nigersaurinae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,1,113.0,100.5,Albian,Albian,Cretaceous
Cathartesaura anaerobica,Cathartesaura,Limaysaurinae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,1,100.5,89.8,Cenomanian,Turonian,Cretaceous
Katepensaurus goicoecheai,Katepensaurus,Limaysaurinae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,1,100.5,89.8,Cenomanian,Turonian,Cretaceous
Limaysaurus tessonei,Limaysaurus,Limaysaurinae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,6,100.5,89.8,Cenomanian,Turonian,Cretaceous
Nopcsaspondylus alarconensis,Nopcsaspondylus,Limaysaurinae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,1,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Rayososaurus agrioensis,Rayososaurus,Rebbachisaurinae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,1,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Rebbachisaurus garasbae,Rebbachisaurus,Rebbachisaurinae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,4,106.2,93.9,Albian,Cenomanian,Cretaceous
Agustinia ligabuei,Agustinia,Rebbachisauridae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,1,113.0,100.5,Albian,Albian,Cretaceous
Amazonsaurus maranhensis,Amazonsaurus,Rebbachisauridae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,1,119.5,106.2,Aptian,Albian,Cretaceous
Campananeyen fragilissimus,Campananeyen,Rebbachisauridae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,1,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Comahuesaurus windhauseni,Comahuesaurus,Rebbachisauridae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,1,119.5,109.9,Aptian,Albian,Cretaceous
Histriasaurus boscarollii,Histriasaurus,Rebbachisauridae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,1,132.6,121.4,Hauterivian,Barremian,Cretaceous
Itapeuasaurus cajapioensis,Itapeuasaurus,Rebbachisauridae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,1,100.5,93.9,Cenomanian,Cenomanian,Cretaceous
Lavocatisaurus agrioensis,Lavocatisaurus,Rebbachisauridae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,1,121.4,109.9,Aptian,Albian,Cretaceous
Maraapunisaurus fragillimus,Maraapunisaurus,Rebbachisauridae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,1,149.2,145.0,Tithonian,Tithonian,Jurassic
Sidersaura marae,Sidersaura,Rebbachisauridae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,2,100.5,89.8,Cenomanian,Turonian,Cretaceous
Xenoposeidon proneneukos,Xenoposeidon,Rebbachisauridae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,1,140.6,132.6,Berriasian,Valanginian,Cretaceous
Zapalasaurus bonapartei,Zapalasaurus,Rebbachisauridae,Rebbachisauridae,NO_ORDER_SPECIFIED,Saurischia,1,125.77,119.5,Barremian,Aptian,Cretaceous
Amphicoelias altus,Amphicoelias,Diplodocoidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,149.2,146.3,Tithonian,Tithonian,Jurassic
Amphicoelias brontodiplodocus,Amphicoelias,Diplodocoidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,157.9,152.2,,,Jurassic
Haplocanthosaurus delfsi,Haplocanthosaurus,Diplodocoidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,152.2,146.3,Kimmeridgian,Tithonian,Jurassic
Haplocanthosaurus priscus,Haplocanthosaurus,Diplodocoidea,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,152.2,146.3,Kimmeridgian,Tithonian,Jurassic
Camarasaurus grandis,Camarasaurus,Camarasauridae,Camarasauridae,NO_ORDER_SPECIFIED,Saurischia,10,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Camarasaurus lentus,Camarasaurus,Camarasauridae,Camarasauridae,NO_ORDER_SPECIFIED,Saurischia,7,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Camarasaurus lewisi,Camarasaurus,Camarasauridae,Camarasauridae,NO_ORDER_SPECIFIED,Saurischia,1,154.8,149.2,Kimmeridgian,Kimmeridgian,Jurassic
Camarasaurus supremus,Camarasaurus,Camarasauridae,Camarasauridae,NO_ORDER_SPECIFIED,Saurischia,4,154.8,145.0,Kimmeridgian,Tithonian,Jurassic
Morosaurus marchei,Camarasaurus,Camarasauridae,Camarasauridae,NO_ORDER_SPECIFIED,Saurischia,1,152.2,149.2,Kimmeridgian,Kimmeridgian,Jurassic
Lourinhasaurus alenquerensis,Lourinhasaurus,Camarasauridae,Camarasauridae,NO_ORDER_SPECIFIED,Saurischia,5,152.2,146.3,Kimmeridgian,Tithonian,Jurassic
Europasaurus holgeri,Europasaurus,Camarasauromorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,152.2,149.2,Kimmeridgian,Kimmeridgian,Jurassic
Tehuelchesaurus benitezii,Tehuelchesaurus,Camarasauromorpha,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,157.9,145.0,,,Jurassic
Ampelosaurus atacis,Ampelosaurus,Lirainosaurinae,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,4,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Atsinganosaurus velauciensis,Atsinganosaurus,Lirainosaurinae,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Garrigatitan meridionalis,Garrigatitan,Lirainosaurinae,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Lirainosaurus astibiae,Lirainosaurus,Lirainosaurinae,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,9,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Lohuecotitan pandafilandi,Lohuecotitan,Lirainosaurinae,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,83.6,66.0,Campanian,Maastrichtian,Cretaceous
Diamantinasaurus matildae,Diamantinasaurus,Diamantinasauria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,6,100.5,89.8,Cenomanian,Turonian,Cretaceous
Mansourasaurus shahinae,Mansourasaurus,Diamantinasauria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,83.6,72.1,Campanian,Campanian,Cretaceous
Sarmientosaurus musacchioi,Sarmientosaurus,Diamantinasauria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,1,100.5,89.8,Cenomanian,Turonian,Cretaceous
Savannasaurus elliottorum,Savannasaurus,Diamantinasauria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,3,100.5,89.8,Cenomanian,Turonian,Cretaceous
Wintonotitan wattsi,Wintonotitan,Diamantinasauria,NO_FAMILY_SPECIFIED,NO_ORDER_SPECIFIED,Saurischia,7,100.5,89.8,Cenomanian,Turonian,Cretaceous
Daxiatitan binglingi,Daxiatitan,Euhelopodidae,Euhelopodidae,NO_ORDER_SPECIFIED,Saurischia,1,125.77,113.0,Barremian,Aptian,Cretaceous
Erketu ellisoni,Erketu,Euhelopodidae,Euhelopodidae,NO_ORDER_SPECIFIED,Saurischia,1,100.5,83.6,Cenomanian,Santonian,Cretaceous
Euhelopus zdanskyi,Euhelopus,Euhelopodidae,Euhelopodidae,NO_ORDER_SPECIFIED,Saurischia,2,145.0,132.6,Berriasian,Valanginian,Cretaceous
Gobititan shenzhouensis,Gobititan,Euhelopodidae,Euhelopodidae,NO_ORDER_SPECIFIED,Saurischia,1,113.0,109.9,Albian,Albian,Cretaceous
Huabeisaurus allocotus,Huabeisaurus,Euhelopodidae,Euhelopodidae,NO_ORDER_SPECIFIED,Saurischia,1,100.5,72.1,Cenomanian,Campanian,Cretaceous
Phuwiangosaurus sirindhornae,Phuwiangosaurus,Euhelopodidae,Euhelopodidae,NO_ORDER_SPECIFIED,Saurischia,12,125.77,121.4,Barremian,Barremian,Cretaceous
Qiaowanlong kangxii,Qiaowanlong,Euhelopodidae,Euhelopodidae,NO_ORDER_SPECIFIED,Saurischia,1,121.4,113.0,Aptian,Aptian,Cretaceous
Ruixinia zhangi,Ruixinia,Euhelopodidae,Euhelopodidae,NO_ORDER_SPECIFIED,Saurischia,1,125.77,119.5,Barremian,Aptian,Cretaceous
Ruyangosaurus giganteus,Ruyangosaurus,Euhelopodidae,Euhelopodidae,NO_ORDER_SPECIFIED,Saurischia,1,121.4,100.5,Aptian,Albian,Cretaceous
Silutitan sinensis,Silutitan,Euhelopodidae,Euhelopodidae,NO_ORDER_SPECIFIED,Saurischia,1,125.77,119.5,Barremian,Aptian,Cretaceous
Tambatitanis amicitiae,Tambatitanis,Euhelopodidae,Euhelopodidae,NO_ORDER_SPECIFIED,Saurischia,1,113.0,109.9,Albian,Albian,Cretaceous
Tangvayosaurus hoffeti,Tangvayosaurus,Euhelopodidae,Euhelopodidae,NO_ORDER_SPECIFIED,Saurischia,2,121.4,100.5,Aptian,Albian,Cretaceous
